Family	Number_16s
Bacillaceae	22
Holophagaceae	32
Gemmatimonadaceae	33
Leuconostocaceae	34
Promicromonosporaceae	40
Actinomycetaceae	57
Halomonadaceae	63
Bradyrhizobiaceae	64
Methylophilaceae	81
Gracilibacteraceae	86
Streptomycetaceae	92
Legionellaceae	100
Corynebacteriaceae	141
Chloroplast	142
Staphylococcaceae	154
Polyangiaceae	156
Saprospiraceae	178
Streptococcaceae	184
Carnobacteriaceae	187
Pseudomonadaceae	192
Sphingomonadaceae	197
Chitinophagaceae	204
Burkholderiaceae	285
Cytophagaceae	286
Propionibacteriaceae	340
Oxalobacteraceae	349
Rhodobacteraceae	420
Flavobacteriaceae	434
Comamonadaceae	652
Pasteurellaceae	900
Moraxellaceae	993
Enterobacteriaceae	3070

Sample is 7916_CS
Family	Number_16s
Sample is 7916_CS
Family	Number_16s
Peptostreptococcaceae	14
Caldilineaceae	18
Micromonosporaceae	20
Sinobacteraceae	33
Burkholderiales	34
Nakamurellaceae	35
Brucellaceae	35
Promicromonosporaceae	36
Geodermatophilaceae	38
Chloroplast	47
Rubrobacteraceae	51
Burkholderiaceae	57
Dietziaceae	58
Pseudomonadaceae	60
Alcanivoracaceae	74
Acetobacteraceae	75
Xanthomonadaceae	80
Micrococcaceae	80
Oxalobacteraceae	92
Cytophagaceae	92
Bradyrhizobiaceae	94
Prevotellaceae	111
Flavobacteriaceae	118
Rhodospirillaceae	130
Aerococcaceae	130
Microbacteriaceae	150
Staphylococcaceae	150
Streptococcaceae	162
Corynebacteriaceae	201
Sphingomonadaceae	202
Rhodocyclaceae	224
Sphingobacteriaceae	230
Bacillaceae	278
Moraxellaceae	293
Hydrogenophilaceae	326
Propionibacteriaceae	486
Rhodobacteraceae	614
Comamonadaceae	1635
Enterobacteriaceae	2388

Sample is 7916_EMS
Family	Number_16s
Sample is 7916_EMS
Family	Number_16s
Promicromonosporaceae	21
Methylobacteriaceae	22
Hyphomicrobiaceae	25
Hydrogenophilaceae	28
Legionellaceae	29
Actinomycetaceae	38
Leptotrichiaceae	40
Oceanospirillaceae	49
Rhodocyclaceae	51
Syntrophaceae	55
Clostridiaceae	72
Rubrobacteraceae	72
Sphingobacteriaceae	73
Burkholderiaceae	82
Bacteroidaceae	85
Microbacteriaceae	90
Pasteurellaceae	91
Carnobacteriaceae	98
Chitinophagaceae	104
Micrococcaceae	117
Erysipelotrichaceae	129
Porphyromonadaceae	129
Cytophagaceae	134
Streptococcaceae	144
Rhodobacteraceae	161
Bradyrhizobiaceae	168
Ruminococcaceae	195
Lactobacillaceae	237
Aerococcaceae	247
Comamonadaceae	332
Oxalobacteraceae	341
Pseudomonadaceae	358
Acetobacteraceae	360
Xanthomonadaceae	374
Moraxellaceae	422
Sphingomonadaceae	426
Flavobacteriaceae	440
Chloroplast	447
Corynebacteriaceae	473
Bacillaceae	484
Peptostreptococcaceae	517
Propionibacteriaceae	549
Enterobacteriaceae	1121

Sample is 7916_EUS
Family	Number_16s
Sample is 7916_EUS
Family	Number_16s
Saprospiraceae	14
Desulfovibrionaceae	14
Staphylococcaceae	15
Nakamurellaceae	19
Pasteurellaceae	19
Hyphomicrobiaceae	27
Sphingomonadaceae	33
Erythrobacteraceae	40
Rhizobiaceae	54
Sphingobacteriaceae	54
Sinobacteraceae	62
Polyangiaceae	68
Fusobacteriaceae	69
Xanthomonadaceae	75
Incertae	82
Burkholderiaceae	83
Porphyromonadaceae	85
Cystobacteraceae	85
Actinomycetaceae	97
Methylobacteriaceae	98
Legionellaceae	111
Leptotrichiaceae	115
Lactobacillaceae	119
Propionibacteriaceae	159
Pseudomonadaceae	160
Rhodobacteraceae	167
Veillonellaceae	180
Chloroplast	180
Streptococcaceae	191
Bacillaceae	205
Bradyrhizobiaceae	216
Eubacteriaceae	231
Lachnospiraceae	243
Cytophagaceae	252
Burkholderiales	279
Microbacteriaceae	393
Oxalobacteraceae	396
Enterobacteriaceae	679
Comamonadaceae	744
Flavobacteriaceae	994
Moraxellaceae	1168
Corynebacteriaceae	1285

Sample is 7921_ELS
Family	Number_16s
Sample is 7921_ELS
Family	Number_16s
Methylobacteriaceae	18
Verrucomicrobiaceae	25
Xanthomonadaceae	55
Microbacteriaceae	70
Chitinophagaceae	76
Sphingobacteriaceae	106
